"name","id","lat","lon"
"Victorville, Southern California Logistics Airport, CA","KGXY",40.4374,-104.633
"Pueblo Memorial Airport, CO","KGUC",38.5339,-106.933
"Springfield, Comanche National Grassland, CO","KANK",38.5383,-106.049
"Cheyenne Mountain, CO","KHDN",40.4812,-107.218
"Eagle County Regional, CO","KHEQ",40.5694,-102.273
"Groton / New London, Groton / New London Airport, CT","K20V",41.3275,-72.04944
"Ukiah Municipal Airport, CA","KLHX",38.0497,-103.509
"Bartow Municipal, FL","KLAA",38.0697,-102.688
"Sterling Municipal Airport, CO","KLXV",39.2203,-106.317
"Grand Junction Regional Airport, CO","KLIC",39.2748,-103.666
"Fremont County Airport, CO","KFLY",38.95,-104.57
"Fort Morgan Municipal Airport, CO","KEEO",40.0488,-107.886
"Montrose, Montrose Regional Airport, CO","KMTJ",38.5098,-107.894
"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip, FL","KAIB",38.2388,-108.563
"Nucla Hopkins Field Airport, CO","KCPW",37.45,-106.8
"Kremmling, Mc Elroy Airfield, CO","KTAD",37.2594,-104.341
"Rangely Airport, CO","KPUB",38.2891,-104.497
"Gunnison, Gunnison-Crested Butte Regional Airport, CO","K4V0",38.53333,-106.93333
"Erie Municipal Airport, CO","K04V",40.01169,-105.05033
"Wilmington, New Castle County Airport, DE","KMYP",38.48,-106.32
"San Luis Valley Regional Airport, CO","KALS",37.4349,-105.867
"Harriet Alexander Field Airport, CO","KSPD",37.28,-102.62
"Steamboat Springs, CO","KSBS",40.5163,-106.866
"Bridgeport, Sikorsky Memorial Airport, CT","KSTK",40.6153,-103.265
"Stevens Field, Pagosa Springs, CO","KPSO",37.2863,-107.056
"Cecil Airport, FL","K5SM",30.21292,-81.8707
"Fort Myers, Page Field, FL","KTEX",37.9538,-107.908
"Vance Brand Airport, CO","KLMO",40.1637,-105.163
"Walden-Jackson County Airport, CO","K33V",40.7454,-106.2754
"Pagosa Springs, Wolf Creek Pass, CO","KC07",37.45139,-106.80028
"Butts Army Airfield (Fort Carson), CO","K4BM",38.68312,-104.75977
"Crystal River Airport, FL","K2V5",28.8673,-82.5713
"Apalachicola, Apalachicola, FL","K2V6",29.72694,-85.02472
"Lamar Municipal Airport, CO","KBDR",41.1635,-73.1262
"Chester, Chester Airport, CT","KSNC",41.3839,-72.5059
"Danbury, Danbury Municipal Airport, CT","KDXR",41.3715,-73.4822
"Meadow Lake Airport, CO","KGON",41.3301,-72.0451
"Hartford, Hartford-Brainard Airport, CT","KHFD",41.7367,-72.6494
"Meriden, Meriden Markham Municipal Airport, CT","KMMK",41.5087,-72.8295
"Walton Peak, CO","KHVN",41.2637,-72.8868
"Oxford, Waterbury-Oxford Airport, CT","KOXC",41.4786,-73.1352
"Willimantic, Windham Airport, CT","KIJD",41.744,-72.1803
"Windsor Locks, Bradley International Airport, CT","KBDL",41.9389,-72.6832
"Key West International Airport, FL","KDOV",39.1295,-75.466
"Cocoa - Patrick Air Force Base, FL","KGED",38.6892,-75.3589
"DeLand Municipal Airport, FL","KILG",39.6787,-75.6065
"Albert Whitted Airport, FL","KSPG",27.7651,-82.627
"Hurlburt Field, FL","KAAF",29.7275,-85.0275
"Leadville, Lake County Airport, CO","KBOW",27.9434,-81.7834
"Boca Raton, Boca Raton Airport, FL","KBCT",26.3785,-80.1077
"Melbourne International Airport, FL","KBKV",28.4736,-82.4554
"Sunlight, CO","KVQQ",30.2187,-81.8767
"Gainesville, Gainesville Regional Airport, FL","KCLW",27.9767,-82.7587
"Clearwater Air Park, FL","KCOF",28.2349,-80.6101
"New Haven, Tweed-New Haven Airport, CT","KXMR",28.4676,-80.5666
"Brooksville-Tampa Bay Regional Airport, FL","KCEW",30.7788,-86.5221
"Kissimmee Gateway Airport, FL","KCTY",29.6355,-83.1048
"Wray Municipal Airport, CO","KCGC",28.8673,-82.5713
"Daytona Beach International Airport, FL","KDAB",29.1799,-81.0581
"DeFuniak Spr AP, FL","K54J",30.7311,-86.1538
"Salida - Monarch Pass, CO","KDED",29.067,-81.2838
"Destin, Destin-Ft. Walton Beach Airport, FL","KDTS",30.4001,-86.4715
"Marco Island Airport, FL","KFHB",30.62,-81.47
"Dover Air Force Base, DE","KFIN",29.47,-81.2
"Homestead Air Reserve Base, FL","KFXE",26.1973,-80.1707
"Crestview, Sikes Airport, FL","KFLL",26.0726,-80.1527
"Telluride, Telluride Regional Airport, CO","KFMY",26.5866,-81.8633
"Jacksonville Naval Air Station, FL","KRSW",26.5362,-81.7552
"Lake Wales Municipal Airport, FL","KFPR",27.4951,-80.3683
"Lakeland Linder International Airport, FL","KGNV",29.6901,-82.2718
"Hollywood, North Perry Airport, FL","KHWO",26.0012,-80.2407
"Fort Lauderdale, Fort Lauderdale Executive Airport, FL","KHST",25.4886,-80.3836
"Yuma Municipal Airport, CO","KHRT",30.4278,-86.6893
"Fort Pierce, St. Lucie County International Airport, FL","KIMM",26.4332,-81.401
"Leesburg International Airport, FL","KINF",28.8,-82.32
"Jacksonville Craig Municipal Airport, FL","KCRG",30.3363,-81.5144
"Jacksonville International Airport, FL","KJAX",30.4941,-81.6879
"Naples, Naples Municipal Airport, FL","KNIP",30.2358,-81.6806
"Flagler County Airport, FL","KEYW",24.5561,-81.7596
"Ocala International Airport - Jim Taylor Field, FL","KNQX",24.5758,-81.6889
"Keystone Airpark, FL","K42J",29.84475,-82.04753
"Fort Lauderdale/Hollywood International Airport, FL","KISM",28.2898,-81.4371
"Inverness Airport, FL","KLCQ",30.182,-82.5769
"IMMOKALEE, FL","KX07",26.43,-81.4
"Georgetown - Delaware Coastal Airport, DE","KLAL",27.9889,-82.0186
"Sarasota / Bradenton, Sarasota-Bradenton International Airport, FL","KLEE",28.8231,-81.8087
"Suwannee County Airport, FL","KMCF",27.8493,-82.5212
"Fernandina Beach Municipal Airport, FL","KMKY",25.995,-81.6725
"Pompano Beach, Pompano Beach Airpark, FL","KMAI",30.8378,-85.1819
"Mayport Naval Station - Adm David L. McDonald Field, FL","KNRB",30.3911,-81.4247
"Cross City Airport, FL","KMLB",28.1028,-80.6453
"Miami, Kendall-Tamiami Executive Airport, FL","KTMB",25.6479,-80.4328
"Miami, Miami International Airport, FL","KMIA",25.7932,-80.2906
"Miami, Opa Locka Airport, FL","KOPF",25.907,-80.2784
"Orlando / Sanford Airport, FL","KNSE",30.7242,-87.0219
"Milton, Whiting Field South, FL","KNDZ",30.7044,-87.023
"Fort Myers, Southwest Florida International Airport, FL","KAPF",26.1526,-81.7753
"Milton - Whiting Field Naval Air Station North, FL","KEVB",29.0557,-80.9489
"Alma, Bacon County Airport, GA","KSGJ",29.9592,-81.3398
"Key West Naval Air Station, FL","KOCF",29.1726,-82.2242
"Macdill Air Force Base, Fl., FL","KOBE",27.2628,-80.8498
"Tampa, Tampa International Airport, FL","KSFB",28.7776,-81.2375
"Orlando Executive Airport, FL","KORL",28.5455,-81.3329
"Orlando International Airport, FL","KMCO",28.4294,-81.309
"Ormond Beach, Ormond Beach Municipal Airport, FL","KOMN",29.3006,-81.1136
"Lake City Municipal Airport, FL","K28J",30.1821,-82.5769
"Panama City - Northwest Florida Beaches International Airport, FL","KECP",30.35711,-85.79541
"Valparaiso / Eglin Air Force Base, FL","KPNS",30.4734,-87.1866
"Pensacola Naval Air Station, FL","KNPA",30.3527,-87.3186
"Perry-Foley, Perry-Foley Airport, FL","K40J",30.07194,-83.57361
"Tampa, Vandenberg Airport, FL","KPCM",28.0002,-82.1642
"Marianna Municipal Airport, FL","KPMP",26.2471,-80.1111
"Punta Gorda, Charlotte County Airport, FL","KPGD",26.9202,-81.9905
"Northeast Florida Regional Airport, FL","K2J9",29.95924,-81.34105
"Palatka Kay Larkin Field, FL","KSRQ",27.3954,-82.5544
"Tampa, Peter O Knight Airport, FL","KSEF",27.4564,-81.3424
"St. Petersburg/Clearwater Airport, FL","KPIE",27.9102,-82.6874
"Okeechobee County Airport, FL","K24J",27.2628,-80.8498
"Tallahassee International Airport, FL","KTLH",30.3965,-84.3503
"Augusta Daniel Field, GA","KTPF",27.9156,-82.4493
"New Smyrna Beach Municipal Airport, FL","KTPA",27.9755,-82.5332
"Titusville, NASA Shuttle Landing Facility, FL","KVDF",28.014,-82.3453
"Atlanta, Hartsfield - Jackson Atlanta International Airport, GA","KMTH",24.7261,-81.0514
"Titusville, FL","KTIX",28.5148,-80.7992
"Witham Field Airport, FL","KTTS",28.615,-80.6945
"Tyndall Air Force Base, FL","KPAM",30.0696,-85.5754
"Pensacola - Pensacola International Airport, FL","KVPS",30.4832,-86.5254
"Venice Municipal Airport, FL","KVNC",27.0716,-82.4403
"Cobb County International Airport - McCollum Field, GA","KVRB",27.6556,-80.4179
"West Palm Beach - Palm Beach International Airport, FL","KPBI",26.6832,-80.0956
"The Florida Keys - Marathon International Airport, FL","KGIF",28.0629,-81.7533
"Barwick Lafayette Airport, GA","KSUA",27.1817,-80.2211
"Quincy Municipal Airport, FL","KAMG",31.5361,-82.5066
"Blairsville Airport, GA","KACJ",32.1108,-84.1889
"Franklin County Airport, GA","KAHN",33.9486,-83.3263
"Atlanta Regional Airport-Falcon Field, GA","KFFC",33.3573,-84.5718
"Cordele Crisp County Airport, GA","KPDK",33.8756,-84.302
"Winter Havens Gilbert Airport, FL","KATL",33.6367,-84.4281
"Sebring Regional Airport, FL","KDNL",33.4665,-82.0394
"Baxley Municipal Airport, GA","KAGS",33.3699,-81.9645
"Bainbridge, Decatur County Industrial Air Park Airport, GA","KBGE",30.9715,-84.6374
"Plant City, Plant City Municipal Airport, FL","K9A5",28,-82.15
"Dallas Paulding County Regional Airport, GA","KBHC",31.7138,-82.3938
"Americus Souther Field Airport, GA","KDZJ",34.8551,-83.9969
"Blakely, Early County Airport, GA","KBIJ",31.3975,-84.8948
"Columbus, Columbus Metropolitan Airport, GA","KBQK",31.2588,-81.4665
"Hunter U. S. Army Airfield, GA","KSSI",31.1518,-81.3913
"Calhoun Tom B. David Field Airport, GA","KCZL",34.4554,-84.9392
"Canton, Cherokee County Airport, GA","KCXU",31.2129,-84.2368
"Athens, Athens Airport, GA","KCNI",34.32,-84.42
"Carrollton West Georgia Regional Airport, GA","KCTJ",33.631,-85.152
"Cartersville Airport, GA","KVPC",34.1231,-84.8487
"Fort Benning, GA","KCWV",32.1951,-81.8696
"Atlanta, De Kalb-Peachtree Airport, GA","KRYY",34.0132,-84.5986
"Elbert County - Patz Field, GA","K48A",34.095,-82.81583
"Gwinnett County Airport-Briscoe Field, GA","KCSG",32.5163,-84.9389
"Vero Beach, Vero Beach Municipal Airport, FL","KCKF",31.9888,-83.7739
"Monroe-Walton County Airport, GA","KAJR",34.4999,-83.5567
"Griffin Spalding County Airport, GA","KCVC",33.63,-83.85
"Augusta, Bush Field, GA","KPUJ",33.91331,-84.94208
"Dalton, Dalton Municipal Airport, GA","KDNN",34.7229,-84.8702
"Jesup-Wayne County Airport, GA","K17J",31.554,-81.8825
"Douglas, Douglas Municipal Airport, GA","KDQH",31.4767,-82.8605
"Dublin, W H 'Bud' Barron Airport, GA","KDBN",32.5644,-82.9853
"Eastman, Heart of Georgia Regional Airport, GA","KEZM",32.2142,-83.128
"Brunswick / Glynco, GA","KEBA",34.1,-82.82
"Fitzgerald Municipal Airport, GA","KFZG",31.6837,-83.2705
"Greensboro, Greene County Regional Airport, GA","KLSF",32.3373,-84.9913
"Camilla-Mitchell County Airport, GA","K18A",31.2132,-84.2352
"Perry-Houston County Airport, GA","KFTY",33.7791,-84.5214
"Pine Mountain Harris County Airport, GA","KGVL",34.2726,-83.8302
"Gilmer County Airport, GA","K49A",34.6301,-84.5271
"Marietta / Dobbins Air Force Base, GA","K3J7",33.91667,-84.51667
"Middle Georgia Regional Airport, GA","K6A2",32.68892,-83.65293
"Cochran Airport, GA","KLZU",33.9781,-83.9624
"Hazlehurst Airport, GA","KAZE",31.8847,-82.6474
"Savannah-Hilton Head International Airport, GA","KHMP",33.38,-84.33
"Brunswick, Malcolm McKinnon Airport, GA","KSVN",32.01,-81.1457
"Rome, R. B. Russell Airport, GA","KJCA",34.18,-83.57
"Jasper Pickens County Airport, GA","KJZP",34.4534,-84.4574
"Donalsonville Municipal Airport, GA","KJES",31.554,-81.8825
"Winder, Winder-Barrow Airport, GA","KLGC",33.0089,-85.0726
"Sylvania, Plantation Airpark, GA","K2J3",32.64528,-81.59639
"Claxton Evans County Airport, GA","KMGE",33.9154,-84.5163
"Thomaston, Thomaston-Upson County Airport, GA","KMCN",32.6928,-83.6492
"Millen Airport, GA","K2J5",32.8935,-81.9654
"Cornelia Habersham County Airport, GA","KD73",34.4998,-83.5567
"Wheeler Air Force Base / Oahu, HI","KVAD",30.9678,-83.193
"Ankeny Regional Airport, IA","KMGR",31.0849,-83.8033
"Newnan, Newnan Coweta County Airport, GA","KCCO",33.3116,-84.7698
"Statesboro, Statesboro-Bulloch County Airport, GA","KPXE",32.5106,-83.7673
"Boone Municipal, IA","KPIM",32.8407,-84.8824
"Covington Municipal Airport, GA","KRMG",34.3506,-85.158
"Henry County Airport, GA","KSAV",32.1276,-81.2021
"Southwest Georgia Regional Airport, GA","KABY",31.5355,-84.1945
"Fulton County Airport-Brown Field, GA","KTBR",32.4827,-81.7369
"Swainsboro Emanuel County Airport, GA","KSBO",32.6091,-82.3699
"Lihue, Lihue Airport, HI","KJYL",32.6453,-81.5971
"Jackson County Airport, GA","KOPN",32.9546,-84.2632
"Louisville Municipal Airport, GA","KTVI",30.9016,-83.8813
"Hilo, Hilo International Airport, HI","KHQU",33.5297,-82.5165
"Tifton Henry Tift Myers, GA","KTMA",31.429,-83.4885
"Kekaha, Pacific Missile Test Facility Barking Sands, HI","KTOC",34.5938,-83.2958
"Valdosta Regional Airport, GA","KVLD",30.7825,-83.2767
"Vidalia, Vidalia Municipal Airport, GA","KVDI",32.1927,-82.3712
"Bradshaw Army Air Field / Hawaii, HI","KWRB",32.6401,-83.5919
"Algona, IA","KAYS",31.2491,-82.3955
"Toccoa Le Tourneau Airport, GA","KWDR",33.9829,-83.6674
"Wright Army Airfield (Fort Stewart)/Midcoast Regional Airport, GA","KLHW",31.8891,-81.5623
"Oahu, Kalaeloa Airport, HI","PHSF",19.7601,-155.554
"Daniel K Inouye International Airport, HI","PHNL",21.32062,-157.92423
"Cedar Rapids Airport, IA","PHTO",19.7214,-155.048
"Burlington Regional Airport, IA","PHOG",20.8986,-156.42999
"Moody Air Force Base, GA","PHKO",19.73878,-156.0456
"Charles City, IA","PHNG",21.4505,-157.76801
"Kaunakakai, Molokai Airport, HI","PHMK",21.1529,-157.09599
"Gainesville, Gilmer Memorial Airport, GA","PHBK",22.0228,-159.785
"Thomson, Thomson-McDuffie County Airport, GA","PHJH",20.9629,-156.673
"Cherokee, Cherokee Municipal Airport, IA","PHNY",20.7856,-156.951
"Kaneohe, Marine Corps Air Station, HI","PHLI",21.976,-159.339
"Moultrie, Moultrie Municipal Airport, GA","PHJR",21.3074,-158.07001
"Henderson Field Airport","PMDY",28.2017,-177.381
"LaGrange-Callaway Airport, GA","PHHI",21.4835,-158.03999
"Des Moines International Airport, IA","KAXA",43.0779,-94.272
"Mount Pleasant, Mount Pleasant Municipal Airport, IA","KAMW",41.992,-93.6218
"Warner Robins Air Force Base, GA","KIKV",41.6914,-93.5664
"Atlantic, IA","KAIO",41.4073,-95.0469
"Council Bluffs, IA","KADU",41.7014,-94.9205
"Kailua / Kona, Keahole Airport, HI","KBNW",42.0496,-93.8476
"Dubuque Regional Airport, IA","KBRL",40.7832,-91.1255
"Oskaloosa, Oskaloosa Municipal Airport, IA","KCIN",42.0462,-94.789
"Fairfield Municipal Airport, IA","KCID",41.8847,-91.7108
"Lahaina - West Maui, HI","KTVK",40.6839,-92.901
"Kahului, Kahului Airport, HI","KCNC",41.0196,-93.3597
"Thomasville Regional Airport, GA","KCCY",43.0726,-92.6108
"Fort Madison Municipal Airport, IA","KCKP",42.7317,-95.5559
"Driggs, Driggs-Reed Memorial Airport, ID","KCAV",42.7419,-93.7589
"Clinton Municipal Airport, IA","KCWI",41.8311,-90.3291
"Harlan, Harlan Municipal Airport, IA","KCBF",41.2592,-95.7606
"Creston Municipal Airport, IA","KCSQ",41.0214,-94.3633
"Davenport Municipal Airport, IA","KDVN",41.6103,-90.5883
"Washington, IA","KDEH",43.2755,-91.7394
"Muscatine, IA","KDNS",41.9864,-95.3807
"Audubon, Audubon County Airport, IA","KDSM",41.534,-93.6631
"Chariton, IA","KDBQ",42.402,-90.7095
"Estherville, Estherville Municipal Airport, IA","KEST",43.4074,-94.7464
"Centerville Municipal Airport, IA","KFFL",41.0533,-91.9789
"Denison, IA","KFXY",43.2347,-93.6241
"Mountain Home Air Force Base, ID","KFOD",42.5515,-94.1926
"Newton Municipal Airport - Earl Johnson Field, IA","KFSW",40.6593,-91.3268
"Grinnell Municipal Airfield, IA","KGGI",41.7092,-92.7349
"Pella, Pella Municipal Airport, IA","KHPT",42.7237,-93.2263
"Waycross / Ware County, Ga, GA","KHNR",41.5844,-95.3396
"Idaho Falls Regional Airport, ID","KIIB",42.4536,-91.9476
"Iowa City Municipal Airport, IA","KIOW",41.6392,-91.5465
"Lanai City, Lanai Airport, HI","KIFA",42.4708,-93.27
"Mason City Municipal Airport, IA","KEOK",40.4599,-91.4285
"Clarion, IA","KOXV",41.2989,-93.1138
"Lamoni, Lamoni Municipal Airport, IA","KLWD",40.63,-93.9
"Fort Dodge, IA","KLRJ",42.778,-96.1937
"Bloomington/Normal, Central Illinois Regional Airport at Bloomington-Normal, IL","KMIW",42.1127,-92.9178
"Ames, Ames Municipal Airport, IA","KMCW",43.1578,-93.3313
"Osceola Municipal Airport, IA","KMPZ",40.9466,-91.5111
"Lewiston, Lewiston-Nez Perce County Airport, ID","KMUT",41.3678,-91.1482
"Iowa Falls Municipal Airport, IA","KTNU",41.6744,-93.0217
"Shenandoah Municipal, IA","KOLZ",42.6808,-91.9745
"Nampa Municipal Airport, ID","KORC",42.9903,-96.0628
"Hampton Municipal Airport, IA","KI75",42.72369,-93.22633
"Carroll, IA","KOOA",41.2262,-92.4939
"Ottumwa Regional Airport, IA","KOTM",41.1066,-92.4479
"Keokuk Municipal Airport, IA","KPEA",41.4001,-92.9459
"Perry Municipal Airport, IA","KPRO",41.828,-94.1599
"Chicago / West Chicago, Dupage Airport, IL","KRDK",41.0105,-95.2599
"Knoxville, IA","KICL",40.7218,-95.0264
"Sheldon, IA","KSHL",43.2084,-95.8334
"Challis - Challis Airport, ID","KSDA",40.7516,-95.4137
"Sioux City, Sioux Gateway Airport, IA","KSUX",42.4026,-96.3844
"Spencer Municipal Airport, IA","KSPW",43.1655,-95.2028
"Storm Lake, IA","KSLB",42.5973,-95.2407
"Boise Air Terminal, ID","KAWG",41.2761,-91.6734
"Rexburg, Rexburg-Madison County Airport, ID","KALO",42.5571,-92.4003
"Webster City Municipal Airport, IA","KEBS",42.4366,-93.8689
"Schenck Field Airport, IA","KBOI",43.5644,-116.223
"Boundary County Airport, ID","K65S",48.726,-116.2952
"De Kalb Taylor Municipal Airport, IL","KBYI",42.5426,-113.772
"Caldwell - Caldwell Industrial Airport, ID","KEUL",43.6419,-116.636
"Le Mars Municipal Airport, IA","KLLJ",44.523,-114.218
"Chicago, Chicago Midway Airport, IL","KCOE",47.7743,-116.82
"Decorah, IA","KDIJ",43.7424,-111.098
"Harrisburg-Raleigh Airport, IL","KGIC",45.95,-116.12
"Sandpoint, Sandpoint Airport, ID","KSUN",43.5044,-114.296
"Waterloo, Waterloo Municipal Airport, IA","KIDA",43.5146,-112.071
"Centralia Municipal Airport, IL","KJER",42.7267,-114.457
"Edgar County Airport, IL","KTWF",42.4818,-114.488
"Forest City Municipal Airport, IA","KLWS",46.3745,-117.015
"Decatur Airport, IL","KP69",39.8308,-88.87192
"Lansing Municipal Airport, IL","KMYL",44.8897,-116.101
"Independence, Independence Municipal Airport, IA","KMUO",43.0436,-115.872
"Orange City Municipal Airport, IA","KMAN",43.58133,-116.52306
"Red Oak, IA","KPIH",42.9098,-112.596
"Oelwein Municipal Airport, IA","KRXE",43.8339,-111.805
"Greater Kankakee Airport, IL","KSZT",48.2995,-116.56
"Marshall County Airport, IL","KSNT",44.17,-114.93
"Albertus Airport, IL","KFEP",42.2462,-89.582
"Aurora Municipal Airport, IL","KARR",41.7719,-88.4757
"Belleville, Scott AFB/MidAmerica Airport, IL","KBLV",38.5452,-89.8352
"Jerome County Airport, ID","KBMI",40.4771,-88.9159
"St. Louis Downtown Airport, IL","KCIR",37.0645,-89.2196
"Carmi Municipal Airport, IL","KCUL",38.0895,-88.1231
"Marshalltown, Marshalltown Municipal Airport, IA","KENL",38.5151,-89.0911
"Grangeville - Idaho County Airport, ID","KDPA",41.9078,-88.2486
"Macomb Municipal Airport, IL","KPWK",42.11422,-87.90149
"Coeur d'Alene Airport - Pappy Boyington Field, ID","KMDW",41.786,-87.7524
"Chicago, Chicago-O'Hare International Airport, IL","KORD",41.9786,-87.9048
"Chicago/Waukegan Regional Airport, IL","KUGN",42.4222,-87.8679
"Joslin Field - Magic Valley Regional Airport, ID","KDNV",40.1992,-87.5959
"Lowell, ID","KDKB",41.9337,-88.7057
"Burley Municipal Airport, ID","KDEC",39.8346,-88.8657
"Danville, Vermilion County Airport, IL","KPRG",39.7002,-87.6696
"Pontiac Municipal Airport, IL","K1H2",40.92327,-88.6213
"Quincy Regional Airport-Baldwin Field, IL","KFWC",38.3786,-88.4127
"Flora Municipal Airport, IL","KFOA",38.6649,-88.453
"Hailey, Friedman Memorial Airport, ID","KGBG",40.938,-90.4311
"Mount Vernon Airport, IL","KIKK",41.0714,-87.8463
"Pocatello, Pocatello Regional Airport, ID","KHSB",37.8113,-88.5503
"Huntingburg, IN","KVYS",41.3519,-89.1531
"Jacksonville Municipal Airport, IL","KIJX",39.7746,-90.2383
"Joliet Regional Airport, IL","KJOT",41.5178,-88.1755
"McCall Airport, ID","KIGQ",41.5349,-87.5295
"Lawrenceville-Vincennes International Airport, IL","KLWV",38.7643,-87.6055
"Lewis University Airport, IL","KLOT",41.6073,-88.0962
"Litchfield Municipal Airport, IL","K3LF",39.16052,-89.67419
"Logan County Airport, IL","KAAA",40.1587,-89.335
"Chicago / Wheeling, Pal-Waukee Airport, IL","KMQB",40.5201,-90.6524
"Anderson Municipal Airport, IN","KMWA",37.755,-89.0111
"Stanley, Stanley Ranger Station, ID","KC75",44.20861,-114.93444
"Mattoon / Charleston, Coles County Memorial Airport, IL","KMTO",39.4779,-88.2792
"Auburn De Kalb County Airport, IN","KM30",41.307,-85.064
"Metropolis Municipal Airport, IL","KMLI",41.4485,-90.5075
"Morris Muni-James R Washburn Field Airport, IL","KC09",41.43164,-88.41519
"Southern Illinois Airport, IL","KAJG",38.6065,-87.7267
"Mount Carmel, Mount Carmel Municipal Airport, IL","KI63",38.60928,-87.72508
"Pittsfield, Pittsfield Penstone Municipal Airport, IL","KMVN",38.3234,-88.8588
"Daviess County Airport, IN","KOLY",38.7218,-88.1764
"Crawfordsville Municipal Airport, IN","KPIA",40.6642,-89.6933
"Galesburg Municipal Airport, IL","KPPQ",39.6389,-90.7784
"Fairfield, Fairfield Municipal Airport, IL","KPNT",40.9244,-88.6239
"Effingham, Effingham County Memorial Airport, IL","KUIN",39.9427,-91.1946
"Rantoul National Aviation Center Airport, IL","KTIP",40.2936,-88.1424
"Peoria - General Downing-Peoria International Airport, IL","KRSV",39.016,-87.6498
"Indianapolis International Airport, IN","KRPJ",41.893,-89.0783
"Rockford, Greater Rockford Airport, IL","KRFD",42.1954,-89.0972
"Schaumburg Regional Airport, IL","KSLO",38.6429,-88.9642
"Salem, Salem-Leckrone Airport, IL","K06C",38.64278,-88.96417
"Mount Sterling, Mount Sterling Municipal Airport, IL","KMDH",37.7781,-89.252
"French Lick Municipal Airport, IN","KSAR",38.1489,-89.6987
"INDIANAPOLIS, IN","KSPI",39.8441,-89.6779
"Cairo Regional Airport, IL","KCPS",38.5707,-90.1562
"Sterling Rockfalls, IL","KALN",38.8903,-90.046
"Marion Municipal Airport, IN","KSQI",41.7428,-89.6763
"Taylorville, Taylorville Municipal Airport, IL","KTAZ",39.5342,-89.3278
"Tri-Township Airport, IL","KSFY",42.0458,-90.1079
"University of Illinois - Willard, IL","KCMI",40.0392,-88.2781
"Marion - Williamson County Regional Airport, IL","KAID",40.1086,-85.613
"Angola Tri-State Steuben County Airport, IN","KANQ",41.6397,-85.0835
"Moline Quad-City Airport, IL","KGWB",41.3072,-85.0644
"Batesville Airport, IN","KHLB",39.3445,-85.2583
"Bloomington, Monroe County Airport, IN","KBMG",39.146,-86.6167
"Clark Regional Airport, IN","KJVY",38.3654,-85.7382
"Columbus / Bakalar, IN","KBAK",39.2619,-85.8963
"Starke County Airport, IN","KCFJ",39.9756,-86.9199
"Olney-Noble Airport, IL","KDCY",38.7004,-87.1297
"Elkhart Municipal, IN","KEKM",41.7194,-86.0032
"Michigan City Municipal Airport, IN","KEVV",38.037,-87.5324
"Rochester Fulton County Airport, IN","KFWA",40.9785,-85.1951
"Frankfort Municipal Airport, IN","KFKR",40.2734,-86.5622
"Rochelle, Rochelle Municipal-Koritz Field Airport, IL","KFRH",38.5062,-86.6369
"Gary Regional Airport, IN","KGYY",41.6163,-87.4128
"Robinson Municipal Airport, IL","KGSH",41.5264,-85.7929
"Indianapolis, Eagle Creek Airpark, IN","KHFY",39.6284,-86.0879
"Warsaw, Warsaw Municipal Airport, IN","KGUS",40.6481,-86.1521
"Illinois Valley Regional Airport, IL","KHNB",38.249,-86.9537
"Springfield - Abraham Lincoln Capital Airport, IL","KHHG",40.8529,-85.4571
"Augusta Municipal Airport, KS","KTYQ",40.0307,-86.2514
"Huntington Municipal Airport, IN","KIND",39.7173,-86.2944
"Indianapolis Regional Airport, IN","KMQJ",39.8435,-85.8971
"Greenwood Municipal Airport, IN","KEYE",39.8307,-86.2944
"Kendallville Municipal Airport, IN","KC62",41.4739,-85.2541
"Dodge City, Dodge City Regional Airport, KS","KOKK",40.5282,-86.059
"La Porte Municipal Airport, IN","KPPO",41.5725,-86.7345
"Kokomo, Kokomo Municipal Airport, IN","KLAF",40.4123,-86.9369
"Great Bend, Great Bend Municipal Airport, KS","KGGP",40.7112,-86.3749
"Elkhart, Elkhart-Morton County Airport, KS","KIMS",38.7589,-85.4655
"St. Louis Regional Airport, IL","KMZZ",40.4899,-85.6797
"Fort Wayne International Airport, IN","KMGC",41.7033,-86.8212
"Monticello White County Airport, IN","KMCX",40.7088,-86.7668
"Muncie, Delaware County-Johnson Field, IN","KMIE",40.2423,-85.3959
"Ulysses Airport, KS","KC65",37.604,-101.37356
"Lawrence, Lawrence Municipal Airport, KS","KPLD",40.4508,-84.9901
"Putnam County Regional Airport, IN","KGPC",39.63,-86.82
"Grissom Air Force Base / Peru, IN","KRZL",40.9479,-87.1826
"Evansville, Evansville Regional Airport, IN","KRID",39.7572,-84.8428
"Richmond Municipal Airport, IN","KRCR",41.0656,-86.1817
"Medicine Lodge, Medicine Lodge, KS","KGEZ",39.5832,-85.8048
"South Bend International Airport, IN","KSBN",41.7087,-86.3173
"Goshen, Goshen Municipal Airport, IN","KOXI",41.3302,-86.6647
"Salina, Salina Municipal Airport, KS","KHUF",39.4515,-87.3076
"Valparaiso Porter County Municipal Airport, IN","KVPZ",41.454,-87.0071
"Rensselaer Jasper County Airport, IN","KASW",41.2747,-85.8401
"Allen County Airport, KS","KK88",37.8682,-95.3869
"Fort Knox, KY","KPTS",37.4495,-94.7311
"Sparta Community-Hunter Field Airport, IL","K3AU",38.14624,-89.70243
"Portland Municipal Airport, IN","KBEC",37.6945,-97.215
"Manhattan, Manhattan Municipal Airport, KS","KCNU",37.6688,-95.4851
